coin_parse,coin_time,coin_value,update_time
USD Coin,2019-02-27,1.0159615372,2022-03-26
USD Coin,2019-02-28,1.0136727933,2022-03-26
USD Coin,2019-03-01,1.0108564751,2022-03-26
USD Coin,2019-03-02,1.0099847936,2022-03-26
USD Coin,2019-03-03,1.0119752681,2022-03-26
USD Coin,2019-03-04,1.0154830781,2022-03-26
USD Coin,2019-03-05,1.0168449561,2022-03-26
USD Coin,2019-03-06,1.0139033972,2022-03-26
USD Coin,2019-03-07,1.0134847378,2022-03-26
USD Coin,2019-03-08,1.0145193738,2022-03-26
USD Coin,2019-03-09,1.0123584398,2022-03-26
USD Coin,2019-03-10,1.0195041163,2022-03-26
USD Coin,2019-03-11,1.0136198031,2022-03-26
USD Coin,2019-03-12,1.0121574216,2022-03-26
USD Coin,2019-03-13,1.0132917894,2022-03-26
USD Coin,2019-03-14,1.0170898857,2022-03-26
USD Coin,2019-03-15,1.0152604242,2022-03-26
USD Coin,2019-03-16,1.0154282224,2022-03-26
USD Coin,2019-03-17,1.0194492175,2022-03-26
USD Coin,2019-03-18,1.0153982662,2022-03-26
USD Coin,2019-03-19,1.0161522442,2022-03-26
USD Coin,2019-03-20,1.0141576862,2022-03-26
USD Coin,2019-03-21,1.0140481902,2022-03-26
USD Coin,2019-03-22,1.0090156181,2022-03-26
USD Coin,2019-03-23,1.0122136053,2022-03-26
USD Coin,2019-03-24,1.0080544681,2022-03-26
USD Coin,2019-03-25,1.012812875,2022-03-26
USD Coin,2019-03-26,1.0125081097,2022-03-26
USD Coin,2019-03-27,1.0161443369,2022-03-26
USD Coin,2019-03-28,1.0137950669,2022-03-26
USD Coin,2019-03-29,1.0025287698,2022-03-26
USD Coin,2019-03-30,1.001990259,2022-03-26
USD Coin,2019-03-31,1.0014944265,2022-03-26
USD Coin,2019-04-01,1.0026333251,2022-03-26
USD Coin,2019-04-02,1.0019297895,2022-03-26
USD Coin,2019-04-03,1.0009286515,2022-03-26
USD Coin,2019-04-04,1.0023445281,2022-03-26
USD Coin,2019-04-05,1.0027993949,2022-03-26
USD Coin,2019-04-06,1.0010021607,2022-03-26
USD Coin,2019-04-07,1.0053589669,2022-03-26
USD Coin,2019-04-08,1.0021275202,2022-03-26
USD Coin,2019-04-09,1.0011809941,2022-03-26
USD Coin,2019-04-10,1.0013792838,2022-03-26
USD Coin,2019-04-11,1.0028258276,2022-03-26
USD Coin,2019-04-12,1.002897771,2022-03-26
USD Coin,2019-04-13,1.0040670139,2022-03-26
USD Coin,2019-04-14,1.0080248949,2022-03-26
USD Coin,2019-04-15,0.9989799866,2022-03-26
USD Coin,2019-04-16,1.01040846,2022-03-26
USD Coin,2019-04-17,1.0056843529,2022-03-26
USD Coin,2019-04-18,1.0026450109,2022-03-26
USD Coin,2019-04-19,1.0026293441,2022-03-26
USD Coin,2019-04-20,1.0009685481,2022-03-26
USD Coin,2019-04-21,1.0020828559,2022-03-26
USD Coin,2019-04-22,1.0038383703,2022-03-26
USD Coin,2019-04-23,0.9994392589,2022-03-26
USD Coin,2019-04-24,0.9989305687,2022-03-26
USD Coin,2019-04-25,1.0071499564,2022-03-26
USD Coin,2019-04-26,1.0193937896,2022-03-26
USD Coin,2019-04-27,1.0129789358,2022-03-26
USD Coin,2019-04-28,1.0155938525,2022-03-26
USD Coin,2019-04-29,1.0152809818,2022-03-26
USD Coin,2019-04-30,1.0153044691,2022-03-26
USD Coin,2019-05-01,1.0119026432,2022-03-26
USD Coin,2019-05-02,1.0161916237,2022-03-26
USD Coin,2019-05-03,1.0178262769,2022-03-26
USD Coin,2019-05-04,1.0092450995,2022-03-26
USD Coin,2019-05-05,1.0093858221,2022-03-26
USD Coin,2019-05-06,1.008191063,2022-03-26
USD Coin,2019-05-07,1.0106919753,2022-03-26
USD Coin,2019-05-08,1.0074004371,2022-03-26
USD Coin,2019-05-09,1.0040437086,2022-03-26
USD Coin,2019-05-10,1.0056069463,2022-03-26
USD Coin,2019-05-11,0.9968577599,2022-03-26
USD Coin,2019-05-12,0.9983532603,2022-03-26
USD Coin,2019-05-13,0.9996983826,2022-03-26
USD Coin,2019-05-14,0.9988408387,2022-03-26
USD Coin,2019-05-15,0.9981859485,2022-03-26
USD Coin,2019-05-16,0.9987866255,2022-03-26
USD Coin,2019-05-17,0.9987285027,2022-03-26
USD Coin,2019-05-18,0.9965424649,2022-03-26
USD Coin,2019-05-19,1.0027730391,2022-03-26
USD Coin,2019-05-20,0.9965239954,2022-03-26
USD Coin,2019-05-21,0.9988887418,2022-03-26
USD Coin,2019-05-22,1.0000867421,2022-03-26
USD Coin,2019-05-23,0.9999630507,2022-03-26
USD Coin,2019-05-24,0.9983753804,2022-03-26
USD Coin,2019-05-25,0.9980147117,2022-03-26
USD Coin,2019-05-26,0.9971133871,2022-03-26
USD Coin,2019-05-27,1.0048380578,2022-03-26
USD Coin,2019-05-28,1.0051787882,2022-03-26
USD Coin,2019-05-29,0.9984299801,2022-03-26
USD Coin,2019-05-30,0.9994896074,2022-03-26
USD Coin,2019-05-31,1.001047213,2022-03-26
USD Coin,2019-06-01,0.9999372362,2022-03-26
USD Coin,2019-06-02,0.9991909586,2022-03-26
USD Coin,2019-06-03,0.9978972937,2022-03-26
USD Coin,2019-06-04,1.0024853072,2022-03-26
USD Coin,2019-06-05,1.003696134,2022-03-26
USD Coin,2019-06-06,1.0037330501,2022-03-26
USD Coin,2019-06-07,1.0016898456,2022-03-26
USD Coin,2019-06-08,0.9941240246,2022-03-26
USD Coin,2019-06-09,1.0016636525,2022-03-26
USD Coin,2019-06-10,1.000683131,2022-03-26
USD Coin,2019-06-11,1.0007383455,2022-03-26
USD Coin,2019-06-12,0.9998536122,2022-03-26
USD Coin,2019-06-13,0.9989531307,2022-03-26
USD Coin,2019-06-14,1.0025795819,2022-03-26
USD Coin,2019-06-15,0.9992339316,2022-03-26
USD Coin,2019-06-16,1.0002112817,2022-03-26
USD Coin,2019-06-17,1.0023181764,2022-03-26
USD Coin,2019-06-18,0.9986283681,2022-03-26
USD Coin,2019-06-19,0.9989096691,2022-03-26
USD Coin,2019-06-20,0.9976630754,2022-03-26
USD Coin,2019-06-21,0.99805084,2022-03-26
USD Coin,2019-06-22,0.9999750373,2022-03-26
USD Coin,2019-06-23,1.0004633852,2022-03-26
USD Coin,2019-06-24,1.0000004216,2022-03-26
USD Coin,2019-06-25,1.0028461123,2022-03-26
USD Coin,2019-06-26,1.0045217529,2022-03-26
USD Coin,2019-06-27,1.0018218016,2022-03-26
USD Coin,2019-06-28,1.0026697686,2022-03-26
USD Coin,2019-06-29,0.9996323279,2022-03-26
USD Coin,2019-06-30,1.0031924067,2022-03-26
USD Coin,2019-07-01,1.0008368991,2022-03-26
USD Coin,2019-07-02,1.0020630452,2022-03-26
USD Coin,2019-07-03,1.0009897207,2022-03-26
USD Coin,2019-07-04,0.9993863989,2022-03-26
USD Coin,2019-07-05,1.0004658714,2022-03-26
USD Coin,2019-07-06,0.9961199382,2022-03-26
USD Coin,2019-07-07,0.9967196081,2022-03-26
USD Coin,2019-07-08,0.9993703449,2022-03-26
USD Coin,2019-07-09,0.9994774532,2022-03-26
USD Coin,2019-07-10,1.0011099874,2022-03-26
USD Coin,2019-07-11,0.9993348693,2022-03-26
USD Coin,2019-07-12,1.001399639,2022-03-26
USD Coin,2019-07-13,0.9991305553,2022-03-26
USD Coin,2019-07-14,0.9985678459,2022-03-26
USD Coin,2019-07-15,1.0036129077,2022-03-26
USD Coin,2019-07-16,0.9999407461,2022-03-26
USD Coin,2019-07-17,1.0022892133,2022-03-26
USD Coin,2019-07-18,1.0032886327,2022-03-26
USD Coin,2019-07-19,0.9998521052,2022-03-26
USD Coin,2019-07-20,1.0018302456,2022-03-26
USD Coin,2019-07-21,1.0014314124,2022-03-26
USD Coin,2019-07-22,1.0017111312,2022-03-26
USD Coin,2019-07-23,1.0011042899,2022-03-26
USD Coin,2019-07-24,1.0032625917,2022-03-26
USD Coin,2019-07-25,1.0031250637,2022-03-26
USD Coin,2019-07-26,1.0026081801,2022-03-26
USD Coin,2019-07-27,1.0006230443,2022-03-26
USD Coin,2019-07-28,1.0020148829,2022-03-26
USD Coin,2019-07-29,1.0027254809,2022-03-26
USD Coin,2019-07-30,1.0026225314,2022-03-26
USD Coin,2019-07-31,1.0016925474,2022-03-26
USD Coin,2019-08-01,1.0022580288,2022-03-26
USD Coin,2019-08-02,0.9997801091,2022-03-26
USD Coin,2019-08-03,1.0017811096,2022-03-26
USD Coin,2019-08-04,0.9980902738,2022-03-26
USD Coin,2019-08-05,1.00210509,2022-03-26
USD Coin,2019-08-06,0.9996024546,2022-03-26
USD Coin,2019-08-07,1.0011560414,2022-03-26
USD Coin,2019-08-08,0.9964851489,2022-03-26
USD Coin,2019-08-09,0.9998617212,2022-03-26
USD Coin,2019-08-10,1.0031139125,2022-03-26
USD Coin,2019-08-11,0.9975426374,2022-03-26
USD Coin,2019-08-12,1.0023590215,2022-03-26
USD Coin,2019-08-13,1.0006296152,2022-03-26
USD Coin,2019-08-14,1.0019675511,2022-03-26
USD Coin,2019-08-15,1.000913584,2022-03-26
USD Coin,2019-08-16,1.0008607895,2022-03-26
USD Coin,2019-08-17,1.0008526465,2022-03-26
USD Coin,2019-08-18,1.00178389,2022-03-26
USD Coin,2019-08-19,1.0011479079,2022-03-26
USD Coin,2019-08-20,1.0015642381,2022-03-26
USD Coin,2019-08-21,0.999723264,2022-03-26
USD Coin,2019-08-22,1.0002381425,2022-03-26
USD Coin,2019-08-23,1.0015192643,2022-03-26
USD Coin,2019-08-24,1.0026820822,2022-03-26
USD Coin,2019-08-25,0.9991754478,2022-03-26
USD Coin,2019-08-26,1.0021368708,2022-03-26
USD Coin,2019-08-27,1.0013068498,2022-03-26
USD Coin,2019-08-28,0.9998207444,2022-03-26
USD Coin,2019-08-29,1.003470883,2022-03-26
USD Coin,2019-08-30,1.0004846566,2022-03-26
USD Coin,2019-08-31,1.0034421441,2022-03-26
USD Coin,2019-09-01,1.0012102194,2022-03-26
USD Coin,2019-09-02,0.9979902048,2022-03-26
USD Coin,2019-09-03,1.0005871657,2022-03-26
USD Coin,2019-09-04,1.0010984059,2022-03-26
USD Coin,2019-09-05,0.9992521296,2022-03-26
USD Coin,2019-09-06,1.0024766743,2022-03-26
USD Coin,2019-09-07,1.0024058695,2022-03-26
USD Coin,2019-09-08,1.0031950728,2022-03-26
USD Coin,2019-09-09,1.0013747121,2022-03-26
USD Coin,2019-09-10,1.0013111389,2022-03-26
USD Coin,2019-09-11,1.0020535763,2022-03-26
USD Coin,2019-09-12,0.9990253378,2022-03-26
USD Coin,2019-09-13,0.998834625,2022-03-26
USD Coin,2019-09-14,0.9993462811,2022-03-26
USD Coin,2019-09-15,1.0033871214,2022-03-26
USD Coin,2019-09-16,0.9999264653,2022-03-26
USD Coin,2019-09-17,1.003121225,2022-03-26
USD Coin,2019-09-18,1.0040552004,2022-03-26
USD Coin,2019-09-19,0.9988345174,2022-03-26
USD Coin,2019-09-20,1.0013697578,2022-03-26
USD Coin,2019-09-21,1.0030598613,2022-03-26
USD Coin,2019-09-22,1.0021310891,2022-03-26
USD Coin,2019-09-23,1.0030651858,2022-03-26
USD Coin,2019-09-24,1.0041015208,2022-03-26
USD Coin,2019-09-25,1.004902211,2022-03-26
USD Coin,2019-09-26,1.00532115,2022-03-26
USD Coin,2019-09-27,1.006369489,2022-03-26
USD Coin,2019-09-28,1.0021700674,2022-03-26
USD Coin,2019-09-29,1.0044898499,2022-03-26
USD Coin,2019-09-30,1.0013855557,2022-03-26
USD Coin,2019-10-01,1.0032728329,2022-03-26
USD Coin,2019-10-02,1.0011277391,2022-03-26
USD Coin,2019-10-03,1.0023707729,2022-03-26
USD Coin,2019-10-04,1.0054072719,2022-03-26
USD Coin,2019-10-05,0.998863038,2022-03-26
USD Coin,2019-10-06,1.0135465196,2022-03-26
USD Coin,2019-10-07,1.0054919382,2022-03-26
USD Coin,2019-10-08,1.0054448506,2022-03-26
USD Coin,2019-10-09,1.0008681402,2022-03-26
USD Coin,2019-10-10,1.0004918206,2022-03-26
USD Coin,2019-10-11,1.0070178317,2022-03-26
USD Coin,2019-10-12,1.0028407247,2022-03-26
USD Coin,2019-10-13,1.0031685368,2022-03-26
USD Coin,2019-10-14,1.0027494228,2022-03-26
USD Coin,2019-10-15,1.0042895944,2022-03-26
USD Coin,2019-10-16,1.0046789162,2022-03-26
USD Coin,2019-10-17,1.0031343579,2022-03-26
USD Coin,2019-10-18,1.0016741285,2022-03-26
USD Coin,2019-10-19,1.0039296243,2022-03-26
USD Coin,2019-10-20,1.0005032512,2022-03-26
USD Coin,2019-10-21,1.0025878875,2022-03-26
USD Coin,2019-10-22,1.0026925355,2022-03-26
USD Coin,2019-10-23,1.0031700805,2022-03-26
USD Coin,2019-10-24,1.0077234956,2022-03-26
USD Coin,2019-10-25,1.0006401979,2022-03-26
USD Coin,2019-10-26,0.998885441,2022-03-26
USD Coin,2019-10-27,1.0008140582,2022-03-26
USD Coin,2019-10-28,1.0011583235,2022-03-26
USD Coin,2019-10-29,0.9996347204,2022-03-26
USD Coin,2019-10-30,1.0025876446,2022-03-26
USD Coin,2019-10-31,1.0049746614,2022-03-26
USD Coin,2019-11-01,1.0018738367,2022-03-26
USD Coin,2019-11-02,1.002745533,2022-03-26
USD Coin,2019-11-03,1.0032124256,2022-03-26
USD Coin,2019-11-04,1.0027287515,2022-03-26
USD Coin,2019-11-05,1.0033576704,2022-03-26
USD Coin,2019-11-06,1.0014068002,2022-03-26
USD Coin,2019-11-07,1.0061039831,2022-03-26
USD Coin,2019-11-08,1.0027022396,2022-03-26
USD Coin,2019-11-09,0.9999084247,2022-03-26
USD Coin,2019-11-10,1.0021000261,2022-03-26
USD Coin,2019-11-11,1.0040652759,2022-03-26
USD Coin,2019-11-12,1.0027074638,2022-03-26
USD Coin,2019-11-13,1.0043768839,2022-03-26
USD Coin,2019-11-14,1.0069385126,2022-03-26
USD Coin,2019-11-15,1.0025901397,2022-03-26
USD Coin,2019-11-16,1.0079688392,2022-03-26
USD Coin,2019-11-17,1.0082191992,2022-03-26
USD Coin,2019-11-18,1.0136292014,2022-03-26
USD Coin,2019-11-19,1.0102249399,2022-03-26
USD Coin,2019-11-20,1.0070138222,2022-03-26
USD Coin,2019-11-21,1.0040424189,2022-03-26
USD Coin,2019-11-22,1.0012472949,2022-03-26
USD Coin,2019-11-23,1.0117439628,2022-03-26
USD Coin,2019-11-24,1.0088790456,2022-03-26
USD Coin,2019-11-25,1.0003926633,2022-03-26
USD Coin,2019-11-26,1.0079346237,2022-03-26
USD Coin,2019-11-27,1.0074877311,2022-03-26
USD Coin,2019-11-28,1.0067545798,2022-03-26
USD Coin,2019-11-29,1.0030499459,2022-03-26
USD Coin,2019-11-30,0.9976578241,2022-03-26
USD Coin,2019-12-01,0.996449857,2022-03-26
USD Coin,2019-12-02,0.998793617,2022-03-26
USD Coin,2019-12-03,1.0021456203,2022-03-26
USD Coin,2019-12-04,1.0049551452,2022-03-26
USD Coin,2019-12-05,1.0089454686,2022-03-26
USD Coin,2019-12-06,1.0032507344,2022-03-26
USD Coin,2019-12-07,1.0065594854,2022-03-26
USD Coin,2019-12-08,1.0054697876,2022-03-26
USD Coin,2019-12-09,1.00575366,2022-03-26
USD Coin,2019-12-10,1.0063405159,2022-03-26
USD Coin,2019-12-11,1.0007699155,2022-03-26
USD Coin,2019-12-12,1.0069663558,2022-03-26
USD Coin,2019-12-13,1.0030563756,2022-03-26
USD Coin,2019-12-14,1.0068656781,2022-03-26
USD Coin,2019-12-15,1.0056885548,2022-03-26
USD Coin,2019-12-16,1.0036170802,2022-03-26
USD Coin,2019-12-17,0.9987259876,2022-03-26
USD Coin,2019-12-18,1.0090511297,2022-03-26
USD Coin,2019-12-19,1.0098154354,2022-03-26
USD Coin,2019-12-20,1.0057090732,2022-03-26
USD Coin,2019-12-21,1.0077460709,2022-03-26
USD Coin,2019-12-22,1.0020878522,2022-03-26
USD Coin,2019-12-23,1.0005825245,2022-03-26
USD Coin,2019-12-24,1.010235717,2022-03-26
USD Coin,2019-12-25,1.0129361693,2022-03-26
USD Coin,2019-12-26,1.0050478371,2022-03-26
USD Coin,2019-12-27,1.0086439587,2022-03-26
USD Coin,2019-12-28,1.0024017379,2022-03-26
USD Coin,2019-12-29,1.0052833362,2022-03-26
USD Coin,2019-12-30,1.0093577238,2022-03-26
USD Coin,2019-12-31,1.0037295044,2022-03-26
USD Coin,2020-01-01,1.004079232,2022-03-26
USD Coin,2020-01-02,1.0050170061,2022-03-26
USD Coin,2020-01-03,1.0052729862,2022-03-26
USD Coin,2020-01-04,1.009466062,2022-03-26
USD Coin,2020-01-05,1.0084966606,2022-03-26
USD Coin,2020-01-06,1.0031192829,2022-03-26
USD Coin,2020-01-07,0.9994998951,2022-03-26
USD Coin,2020-01-08,1.0046034629,2022-03-26
USD Coin,2020-01-09,1.0070308241,2022-03-26
USD Coin,2020-01-10,1.0008216177,2022-03-26
USD Coin,2020-01-11,1.0025292799,2022-03-26
USD Coin,2020-01-12,1.0043180122,2022-03-26
USD Coin,2020-01-13,1.0043191338,2022-03-26
USD Coin,2020-01-14,1.0023706358,2022-03-26
USD Coin,2020-01-15,1.0011654343,2022-03-26
USD Coin,2020-01-16,1.0026680476,2022-03-26
USD Coin,2020-01-17,1.0045229537,2022-03-26
USD Coin,2020-01-18,1.0053200143,2022-03-26
USD Coin,2020-01-19,0.9972901415,2022-03-26
USD Coin,2020-01-20,1.0008032002,2022-03-26
USD Coin,2020-01-21,1.00264151,2022-03-26
USD Coin,2020-01-22,1.0016150262,2022-03-26
USD Coin,2020-01-23,1.000878618,2022-03-26
USD Coin,2020-01-24,1.0027933565,2022-03-26
USD Coin,2020-01-25,1.0020353602,2022-03-26
USD Coin,2020-01-26,1.0121842401,2022-03-26
USD Coin,2020-01-27,1.0191205462,2022-03-26
USD Coin,2020-01-28,1.0241959257,2022-03-26
USD Coin,2020-01-29,1.0250957478,2022-03-26
USD Coin,2020-01-30,1.0440291572,2022-03-26
USD Coin,2020-01-31,1.0283741107,2022-03-26
USD Coin,2020-02-01,1.0275459926,2022-03-26
USD Coin,2020-02-02,1.0282099853,2022-03-26
USD Coin,2020-02-03,1.026433903,2022-03-26
USD Coin,2020-02-04,1.0244359258,2022-03-26
USD Coin,2020-02-05,1.03186939,2022-03-26
USD Coin,2020-02-06,1.0246570498,2022-03-26
USD Coin,2020-02-07,1.0169313575,2022-03-26
USD Coin,2020-02-08,1.0195416322,2022-03-26
USD Coin,2020-02-09,1.0245780994,2022-03-26
USD Coin,2020-02-10,1.0188558045,2022-03-26
USD Coin,2020-02-11,1.0149089091,2022-03-26
USD Coin,2020-02-12,1.0331368455,2022-03-26
USD Coin,2020-02-13,1.0191160805,2022-03-26
USD Coin,2020-02-14,1.0167226982,2022-03-26
USD Coin,2020-02-15,1.0112549565,2022-03-26
USD Coin,2020-02-16,1.009633987,2022-03-26
USD Coin,2020-02-17,1.0118980625,2022-03-26
USD Coin,2020-02-18,1.0212207849,2022-03-26
USD Coin,2020-02-19,1.007413689,2022-03-26
USD Coin,2020-02-20,1.0095118802,2022-03-26
USD Coin,2020-02-21,1.0112246099,2022-03-26
USD Coin,2020-02-22,0.9999222429,2022-03-26
USD Coin,2020-02-23,0.9972806848,2022-03-26
USD Coin,2020-02-24,0.9995365998,2022-03-26
USD Coin,2020-02-25,1.0003376972,2022-03-26
USD Coin,2020-02-26,1.002998469,2022-03-26
USD Coin,2020-02-27,1.0006193226,2022-03-26
USD Coin,2020-02-28,0.9929813394,2022-03-26
USD Coin,2020-02-29,1.0045862715,2022-03-26
USD Coin,2020-03-01,1.0011614629,2022-03-26
USD Coin,2020-03-02,0.9942114585,2022-03-26
USD Coin,2020-03-03,1.0028104284,2022-03-26
USD Coin,2020-03-04,1.0004525572,2022-03-26
USD Coin,2020-03-05,1.0043768314,2022-03-26
USD Coin,2020-03-06,0.997433642,2022-03-26
USD Coin,2020-03-07,1.0004124922,2022-03-26
USD Coin,2020-03-08,1.007403789,2022-03-26
USD Coin,2020-03-09,1.001110553,2022-03-26
USD Coin,2020-03-10,1.0015186851,2022-03-26
USD Coin,2020-03-11,0.997317086,2022-03-26
USD Coin,2020-03-12,1.0405532936,2022-03-26
USD Coin,2020-03-13,1.0025215101,2022-03-26
USD Coin,2020-03-14,1.0004970873,2022-03-26
USD Coin,2020-03-15,1.0031440039,2022-03-26
USD Coin,2020-03-16,0.9986029904,2022-03-26
USD Coin,2020-03-17,0.9702375513,2022-03-26
USD Coin,2020-03-18,0.9701239439,2022-03-26
USD Coin,2020-03-19,1.0021035031,2022-03-26
USD Coin,2020-03-20,0.9965847129,2022-03-26
USD Coin,2020-03-21,1.0009142044,2022-03-26
USD Coin,2020-03-22,0.9959358587,2022-03-26
USD Coin,2020-03-23,0.9910211434,2022-03-26
USD Coin,2020-03-24,0.9959822643,2022-03-26
USD Coin,2020-03-25,0.997521779,2022-03-26
USD Coin,2020-03-26,0.9940559336,2022-03-26
USD Coin,2020-03-27,1.0121639926,2022-03-26
USD Coin,2020-03-28,0.9968717268,2022-03-26
USD Coin,2020-03-29,0.9780378265,2022-03-26
USD Coin,2020-03-30,1.0054663611,2022-03-26
USD Coin,2020-03-31,1.0013338971,2022-03-26
USD Coin,2020-04-01,0.9957466308,2022-03-26
USD Coin,2020-04-02,0.9996028034,2022-03-26
USD Coin,2020-04-03,1.0006657087,2022-03-26
USD Coin,2020-04-04,1.0015810072,2022-03-26
USD Coin,2020-04-05,1.0015136411,2022-03-26
USD Coin,2020-04-06,0.9967290006,2022-03-26
USD Coin,2020-04-07,0.9963283062,2022-03-26
USD Coin,2020-04-08,0.995846486,2022-03-26
USD Coin,2020-04-09,1.0015116767,2022-03-26
USD Coin,2020-04-10,0.9989707254,2022-03-26
USD Coin,2020-04-11,0.9950066811,2022-03-26
USD Coin,2020-04-12,1.0040652526,2022-03-26
USD Coin,2020-04-13,0.9984233105,2022-03-26
USD Coin,2020-04-14,0.9959272454,2022-03-26
USD Coin,2020-04-15,0.999661283,2022-03-26
USD Coin,2020-04-16,1.0010974466,2022-03-26
USD Coin,2020-04-17,1.0056425508,2022-03-26
USD Coin,2020-04-18,0.9998854389,2022-03-26
USD Coin,2020-04-19,1.0060582916,2022-03-26
USD Coin,2020-04-20,1.0021893411,2022-03-26
USD Coin,2020-04-21,1.0024325669,2022-03-26
USD Coin,2020-04-22,1.0005287707,2022-03-26
USD Coin,2020-04-23,0.9938082999,2022-03-26
USD Coin,2020-04-24,1.0061980925,2022-03-26
USD Coin,2020-04-25,1.0039659696,2022-03-26
USD Coin,2020-04-26,0.9989564544,2022-03-26
USD Coin,2020-04-27,1.0023145245,2022-03-26
USD Coin,2020-04-28,1.0042239838,2022-03-26
USD Coin,2020-04-29,1.0051511312,2022-03-26
USD Coin,2020-04-30,1.0018213282,2022-03-26
USD Coin,2020-05-01,1.0049201239,2022-03-26
USD Coin,2020-05-02,1.0025093059,2022-03-26
USD Coin,2020-05-03,0.9992958748,2022-03-26
USD Coin,2020-05-04,1.0026517955,2022-03-26
USD Coin,2020-05-05,0.9991190962,2022-03-26
USD Coin,2020-05-06,1.0080726744,2022-03-26
USD Coin,2020-05-07,1.0009239726,2022-03-26
USD Coin,2020-05-08,1.0039931645,2022-03-26
USD Coin,2020-05-09,1.002112746,2022-03-26
USD Coin,2020-05-10,1.0016926015,2022-03-26
USD Coin,2020-05-11,0.9973213822,2022-03-26
USD Coin,2020-05-12,1.0011918677,2022-03-26
USD Coin,2020-05-13,1.0010111783,2022-03-26
USD Coin,2020-05-14,0.9968827216,2022-03-26
USD Coin,2020-05-15,1.0029476688,2022-03-26
USD Coin,2020-05-16,0.9993360275,2022-03-26
USD Coin,2020-05-17,1.0015943343,2022-03-26
USD Coin,2020-05-18,1.0013098051,2022-03-26
USD Coin,2020-05-19,0.9953954028,2022-03-26
USD Coin,2020-05-20,0.9999867692,2022-03-26
USD Coin,2020-05-21,1.0019983801,2022-03-26
USD Coin,2020-05-22,1.0031444155,2022-03-26
USD Coin,2020-05-23,1.0045996484,2022-03-26
USD Coin,2020-05-24,1.0024024312,2022-03-26
USD Coin,2020-05-25,1.0023045726,2022-03-26
USD Coin,2020-05-26,0.9993714051,2022-03-26
USD Coin,2020-05-27,1.0023298477,2022-03-26
USD Coin,2020-05-28,0.9989592908,2022-03-26
USD Coin,2020-05-29,1.002418716,2022-03-26
USD Coin,2020-05-30,1.003276281,2022-03-26
USD Coin,2020-05-31,1.0024694829,2022-03-26
USD Coin,2020-06-01,1.0024443248,2022-03-26
USD Coin,2020-06-02,0.9989045574,2022-03-26
USD Coin,2020-06-03,0.9999408487,2022-03-26
USD Coin,2020-06-04,1.0013722137,2022-03-26
USD Coin,2020-06-05,1.0028605697,2022-03-26
USD Coin,2020-06-06,0.9982703946,2022-03-26
USD Coin,2020-06-07,1.0016705033,2022-03-26
USD Coin,2020-06-08,0.9983953432,2022-03-26
USD Coin,2020-06-09,1.0029227263,2022-03-26
USD Coin,2020-06-10,0.9994648049,2022-03-26
USD Coin,2020-06-11,1.0023082963,2022-03-26
USD Coin,2020-06-12,1.0014941575,2022-03-26
USD Coin,2020-06-13,1.0010234378,2022-03-26
USD Coin,2020-06-14,1.004572633,2022-03-26
USD Coin,2020-06-15,1.0009257555,2022-03-26
USD Coin,2020-06-16,1.0001506279,2022-03-26
USD Coin,2020-06-17,1.0011803191,2022-03-26
USD Coin,2020-06-18,1.0023079466,2022-03-26
USD Coin,2020-06-19,0.9984900784,2022-03-26
USD Coin,2020-06-20,0.9992282992,2022-03-26
USD Coin,2020-06-21,1.0022093769,2022-03-26
USD Coin,2020-06-22,0.9961902801,2022-03-26
USD Coin,2020-06-23,1.0019764137,2022-03-26
USD Coin,2020-06-24,1.0017554214,2022-03-26
USD Coin,2020-06-25,1.0000618488,2022-03-26
USD Coin,2020-06-26,0.9998392289,2022-03-26
USD Coin,2020-06-27,1.0038238589,2022-03-26
USD Coin,2020-06-28,1.0029111871,2022-03-26
USD Coin,2020-06-29,0.999403692,2022-03-26
USD Coin,2020-06-30,0.9997029715,2022-03-26
USD Coin,2020-07-01,1.0003254465,2022-03-26
USD Coin,2020-07-02,1.0057460411,2022-03-26
USD Coin,2020-07-03,1.0002377351,2022-03-26
USD Coin,2020-07-04,0.9995764452,2022-03-26
USD Coin,2020-07-05,0.9978173241,2022-03-26
USD Coin,2020-07-06,0.9992070079,2022-03-26
USD Coin,2020-07-07,1.0001450884,2022-03-26
USD Coin,2020-07-08,0.9992235698,2022-03-26
USD Coin,2020-07-09,1.0036740144,2022-03-26
USD Coin,2020-07-10,0.9999299683,2022-03-26
USD Coin,2020-07-11,1.0008221282,2022-03-26
USD Coin,2020-07-12,0.9982425315,2022-03-26
USD Coin,2020-07-13,1.0024306879,2022-03-26
USD Coin,2020-07-14,0.9988077915,2022-03-26
USD Coin,2020-07-15,0.999520632,2022-03-26
USD Coin,2020-07-16,0.9999432092,2022-03-26
USD Coin,2020-07-17,0.9992187065,2022-03-26
USD Coin,2020-07-18,0.9975585966,2022-03-26
USD Coin,2020-07-19,0.9971081501,2022-03-26
USD Coin,2020-07-20,0.9988298993,2022-03-26
USD Coin,2020-07-21,0.9975483794,2022-03-26
USD Coin,2020-07-22,1.0006997543,2022-03-26
USD Coin,2020-07-23,0.9976553021,2022-03-26
USD Coin,2020-07-24,0.9980662167,2022-03-26
USD Coin,2020-07-25,0.9978045425,2022-03-26
USD Coin,2020-07-26,0.9974170023,2022-03-26
USD Coin,2020-07-27,0.9985131799,2022-03-26
USD Coin,2020-07-28,0.9986089051,2022-03-26
USD Coin,2020-07-29,1.0000503097,2022-03-26
