coin_parse,coin_time,coin_value,update_time
Dogecoin,2021-08-27,0.29443262,2022-03-26
Dogecoin,2021-08-28,0.28562899,2022-03-26
Dogecoin,2021-08-29,0.28112545,2022-03-26
Dogecoin,2021-08-30,0.2721245,2022-03-26
Dogecoin,2021-08-31,0.2784533,2022-03-26
Dogecoin,2021-09-01,0.29440085,2022-03-26
Dogecoin,2021-09-02,0.29595541,2022-03-26
Dogecoin,2021-09-03,0.29627335,2022-03-26
Dogecoin,2021-09-04,0.29938789,2022-03-26
Dogecoin,2021-09-05,0.31452745,2022-03-26
Dogecoin,2021-09-06,0.30876532,2022-03-26
Dogecoin,2021-09-07,0.25374354,2022-03-26
Dogecoin,2021-09-08,0.25711292,2022-03-26
Dogecoin,2021-09-09,0.25259562,2022-03-26
Dogecoin,2021-09-10,0.23998157,2022-03-26
Dogecoin,2021-09-11,0.24143193,2022-03-26
Dogecoin,2021-09-12,0.25061652,2022-03-26
Dogecoin,2021-09-13,0.2359060573,2022-03-26
Dogecoin,2021-09-14,0.2407090523,2022-03-26
Dogecoin,2021-09-15,0.2476969666,2022-03-26
Dogecoin,2021-09-16,0.2425547579,2022-03-26
Dogecoin,2021-09-17,0.2399299255,2022-03-26
Dogecoin,2021-09-18,0.2413861693,2022-03-26
Dogecoin,2021-09-19,0.233142293,2022-03-26
Dogecoin,2021-09-20,0.2070708749,2022-03-26
Dogecoin,2021-09-21,0.2010273007,2022-03-26
Dogecoin,2021-09-22,0.2248584212,2022-03-26
Dogecoin,2021-09-23,0.2248322991,2022-03-26
Dogecoin,2021-09-24,0.2094510346,2022-03-26
Dogecoin,2021-09-25,0.208640221,2022-03-26
Dogecoin,2021-09-26,0.204961689,2022-03-26
Dogecoin,2021-09-27,0.2002616203,2022-03-26
Dogecoin,2021-09-28,0.1968035218,2022-03-26
Dogecoin,2021-09-29,0.1988757335,2022-03-26
Dogecoin,2021-09-30,0.2042437784,2022-03-26
Dogecoin,2021-10-01,0.223010183,2022-03-26
Dogecoin,2021-10-02,0.2191331879,2022-03-26
Dogecoin,2021-10-03,0.2217481479,2022-03-26
Dogecoin,2021-10-04,0.240852072,2022-03-26
Dogecoin,2021-10-05,0.2520155571,2022-03-26
Dogecoin,2021-10-06,0.2551337875,2022-03-26
Dogecoin,2021-10-07,0.2429232564,2022-03-26
Dogecoin,2021-10-08,0.2438512822,2022-03-26
Dogecoin,2021-10-09,0.2465955385,2022-03-26
Dogecoin,2021-10-10,0.2298049965,2022-03-26
Dogecoin,2021-10-11,0.2315034596,2022-03-26
Dogecoin,2021-10-12,0.2262420587,2022-03-26
Dogecoin,2021-10-13,0.23257197,2022-03-26
Dogecoin,2021-10-14,0.2322725622,2022-03-26
Dogecoin,2021-10-15,0.2337817213,2022-03-26
Dogecoin,2021-10-16,0.2372918949,2022-03-26
Dogecoin,2021-10-17,0.2378976348,2022-03-26
Dogecoin,2021-10-18,0.2472809397,2022-03-26
Dogecoin,2021-10-19,0.2457882161,2022-03-26
Dogecoin,2021-10-20,0.2540929867,2022-03-26
Dogecoin,2021-10-21,0.2423910522,2022-03-26
Dogecoin,2021-10-22,0.2442209099,2022-03-26
Dogecoin,2021-10-23,0.2517325267,2022-03-26
Dogecoin,2021-10-24,0.2770480479,2022-03-26
Dogecoin,2021-10-25,0.2647069586,2022-03-26
Dogecoin,2021-10-26,0.255731654,2022-03-26
Dogecoin,2021-10-27,0.2376896336,2022-03-26
Dogecoin,2021-10-28,0.3004465083,2022-03-26
Dogecoin,2021-10-29,0.2878526717,2022-03-26
Dogecoin,2021-10-30,0.2683449599,2022-03-26
Dogecoin,2021-10-31,0.2802444481,2022-03-26
Dogecoin,2021-11-01,0.2717277678,2022-03-26
Dogecoin,2021-11-02,0.2731213183,2022-03-26
Dogecoin,2021-11-03,0.2694067855,2022-03-26
Dogecoin,2021-11-04,0.2632803241,2022-03-26
Dogecoin,2021-11-05,0.2614653444,2022-03-26
Dogecoin,2021-11-06,0.2618981157,2022-03-26
Dogecoin,2021-11-07,0.2663146101,2022-03-26
Dogecoin,2021-11-08,0.2823585496,2022-03-26
Dogecoin,2021-11-09,0.2735264978,2022-03-26
Dogecoin,2021-11-10,0.2557085342,2022-03-26
Dogecoin,2021-11-11,0.2611666895,2022-03-26
Dogecoin,2021-11-12,0.259414382,2022-03-26
Dogecoin,2021-11-13,0.2617060507,2022-03-26
Dogecoin,2021-11-14,0.262911505,2022-03-26
Dogecoin,2021-11-15,0.2565289421,2022-03-26
Dogecoin,2021-11-16,0.2372493049,2022-03-26
Dogecoin,2021-11-17,0.2374872951,2022-03-26
Dogecoin,2021-11-18,0.2213826362,2022-03-26
Dogecoin,2021-11-19,0.233109946,2022-03-26
Dogecoin,2021-11-20,0.2330239328,2022-03-26
Dogecoin,2021-11-21,0.2263282246,2022-03-26
Dogecoin,2021-11-22,0.2196756638,2022-03-26
Dogecoin,2021-11-23,0.2265123788,2022-03-26
Dogecoin,2021-11-24,0.221825132,2022-03-26
Dogecoin,2021-11-25,0.2163261623,2022-03-26
Dogecoin,2021-11-26,0.2008872285,2022-03-26
Dogecoin,2021-11-27,0.2053468674,2022-03-26
Dogecoin,2021-11-28,0.2074722983,2022-03-26
Dogecoin,2021-11-29,0.2151752376,2022-03-26
Dogecoin,2021-11-30,0.2147145116,2022-03-26
Dogecoin,2021-12-01,0.2094869625,2022-03-26
Dogecoin,2021-12-02,0.2097263922,2022-03-26
Dogecoin,2021-12-03,0.1999926976,2022-03-26
Dogecoin,2021-12-04,0.1788532393,2022-03-26
Dogecoin,2021-12-05,0.1712548381,2022-03-26
Dogecoin,2021-12-06,0.1784004471,2022-03-26
Dogecoin,2021-12-07,0.1768054804,2022-03-26
Dogecoin,2021-12-08,0.1791508542,2022-03-26
Dogecoin,2021-12-09,0.1694842229,2022-03-26
Dogecoin,2021-12-10,0.1644218085,2022-03-26
Dogecoin,2021-12-11,0.1690187432,2022-03-26
Dogecoin,2021-12-12,0.1698906564,2022-03-26
Dogecoin,2021-12-13,0.1575649016,2022-03-26
Dogecoin,2021-12-14,0.1801571162,2022-03-26
Dogecoin,2021-12-15,0.1810821929,2022-03-26
Dogecoin,2021-12-16,0.1734544632,2022-03-26
Dogecoin,2021-12-17,0.1690098302,2022-03-26
Dogecoin,2021-12-18,0.1723999767,2022-03-26
Dogecoin,2021-12-19,0.1695760786,2022-03-26
Dogecoin,2021-12-20,0.1673219316,2022-03-26
Dogecoin,2021-12-21,0.1711752968,2022-03-26
Dogecoin,2021-12-22,0.1732135634,2022-03-26
Dogecoin,2021-12-23,0.1844903876,2022-03-26
Dogecoin,2021-12-24,0.1866216727,2022-03-26
Dogecoin,2021-12-25,0.19065728,2022-03-26
Dogecoin,2021-12-26,0.1900197805,2022-03-26
Dogecoin,2021-12-27,0.1877054252,2022-03-26
Dogecoin,2021-12-28,0.1741169936,2022-03-26
Dogecoin,2021-12-29,0.167765348,2022-03-26
Dogecoin,2021-12-30,0.1713133588,2022-03-26
Dogecoin,2021-12-31,0.170496186,2022-03-26
Dogecoin,2022-01-01,0.1730353736,2022-03-26
Dogecoin,2022-01-02,0.174403016,2022-03-26
Dogecoin,2022-01-03,0.1700881727,2022-03-26
Dogecoin,2022-01-04,0.1688025008,2022-03-26
Dogecoin,2022-01-05,0.159420262,2022-03-26
Dogecoin,2022-01-06,0.1602131525,2022-03-26
Dogecoin,2022-01-07,0.1550231837,2022-03-26
Dogecoin,2022-01-08,0.1519536163,2022-03-26
Dogecoin,2022-01-09,0.1510648727,2022-03-26
Dogecoin,2022-01-10,0.1433593824,2022-03-26
Dogecoin,2022-01-11,0.1533994978,2022-03-26
Dogecoin,2022-01-12,0.161651598,2022-03-26
Dogecoin,2022-01-13,0.172042724,2022-03-26
Dogecoin,2022-01-14,0.1835485938,2022-03-26
Dogecoin,2022-01-15,0.1851025174,2022-03-26
Dogecoin,2022-01-16,0.1771755582,2022-03-26
Dogecoin,2022-01-17,0.1711454038,2022-03-26
Dogecoin,2022-01-18,0.1654851502,2022-03-26
Dogecoin,2022-01-19,0.1623555007,2022-03-26
Dogecoin,2022-01-20,0.1552038015,2022-03-26
Dogecoin,2022-01-21,0.142640198,2022-03-26
Dogecoin,2022-01-22,0.1328921885,2022-03-26
Dogecoin,2022-01-23,0.1418632769,2022-03-26
Dogecoin,2022-01-24,0.1377979311,2022-03-26
Dogecoin,2022-01-25,0.1430487356,2022-03-26
Dogecoin,2022-01-26,0.1437888913,2022-03-26
Dogecoin,2022-01-27,0.1412473442,2022-03-26
Dogecoin,2022-01-28,0.1416562673,2022-03-26
Dogecoin,2022-01-29,0.1430556833,2022-03-26
Dogecoin,2022-01-30,0.1394711635,2022-03-26
Dogecoin,2022-01-31,0.1418051431,2022-03-26
Dogecoin,2022-02-01,0.1426310924,2022-03-26
Dogecoin,2022-02-02,0.13723487,2022-03-26
Dogecoin,2022-02-03,0.1375405736,2022-03-26
Dogecoin,2022-02-04,0.147503036,2022-03-26
Dogecoin,2022-02-05,0.1471406708,2022-03-26
Dogecoin,2022-02-06,0.1537704665,2022-03-26
Dogecoin,2022-02-07,0.1655782743,2022-03-26
Dogecoin,2022-02-08,0.1584053677,2022-03-26
Dogecoin,2022-02-09,0.1591225645,2022-03-26
Dogecoin,2022-02-10,0.1518891062,2022-03-26
Dogecoin,2022-02-11,0.1448471307,2022-03-26
Dogecoin,2022-02-12,0.1444046767,2022-03-26
Dogecoin,2022-02-13,0.1489478813,2022-03-26
Dogecoin,2022-02-14,0.1460025425,2022-03-26
Dogecoin,2022-02-15,0.1517609229,2022-03-26
Dogecoin,2022-02-16,0.149095461,2022-03-26
Dogecoin,2022-02-17,0.138552087,2022-03-26
Dogecoin,2022-02-18,0.1387680704,2022-03-26
Dogecoin,2022-02-19,0.141205625,2022-03-26
Dogecoin,2022-02-20,0.1368678968,2022-03-26
Dogecoin,2022-02-21,0.128490299,2022-03-26
Dogecoin,2022-02-22,0.1315526841,2022-03-26
Dogecoin,2022-02-23,0.1278461802,2022-03-26
Dogecoin,2022-02-24,0.1238127029,2022-03-26
Dogecoin,2022-02-25,0.1275755888,2022-03-26
Dogecoin,2022-02-26,0.1276467427,2022-03-26
Dogecoin,2022-02-27,0.1231114679,2022-03-26
Dogecoin,2022-02-28,0.1331564611,2022-03-26
Dogecoin,2022-03-01,0.1339380048,2022-03-26
Dogecoin,2022-03-02,0.1329898838,2022-03-26
Dogecoin,2022-03-03,0.1296101875,2022-03-26
Dogecoin,2022-03-04,0.1225910703,2022-03-26
Dogecoin,2022-03-05,0.1249955554,2022-03-26
Dogecoin,2022-03-06,0.1207655197,2022-03-26
Dogecoin,2022-03-07,0.1171047157,2022-03-26
Dogecoin,2022-03-08,0.1170292932,2022-03-26
Dogecoin,2022-03-09,0.121587874,2022-03-26
Dogecoin,2022-03-10,0.1168851413,2022-03-26
Dogecoin,2022-03-11,0.1156022166,2022-03-26
Dogecoin,2022-03-12,0.1151357159,2022-03-26
Dogecoin,2022-03-13,0.111608127,2022-03-26
Dogecoin,2022-03-14,0.1140477883,2022-03-26
Dogecoin,2022-03-15,0.1127838094,2022-03-26
Dogecoin,2022-03-16,0.1169083936,2022-03-26
Dogecoin,2022-03-17,0.1165019203,2022-03-26
Dogecoin,2022-03-18,0.1193057361,2022-03-26
Dogecoin,2022-03-19,0.1235686002,2022-03-26
Dogecoin,2022-03-20,0.1191538455,2022-03-26
Dogecoin,2022-03-21,0.1193394338,2022-03-26
Dogecoin,2022-03-22,0.122481207,2022-03-26
Dogecoin,2022-03-23,0.1297272075,2022-03-26
Dogecoin,2022-03-24,0.1365499418,2022-03-26
Cronos,2018-12-14,0.0196055673,2022-03-26
Cronos,2018-12-15,0.0172433664,2022-03-26
Cronos,2018-12-16,0.015300672,2022-03-26
Cronos,2018-12-17,0.0144480443,2022-03-26
Cronos,2018-12-18,0.016259637,2022-03-26
Cronos,2018-12-19,0.0207902317,2022-03-26
Cronos,2018-12-20,0.0324468545,2022-03-26
Cronos,2018-12-21,0.0328158653,2022-03-26
Cronos,2018-12-22,0.0347372267,2022-03-26
Cronos,2018-12-23,0.0304013134,2022-03-26
Cronos,2018-12-24,0.0296057219,2022-03-26
Cronos,2018-12-25,0.0240294325,2022-03-26
Cronos,2018-12-26,0.0237107041,2022-03-26
Cronos,2018-12-27,0.0203120978,2022-03-26
Cronos,2018-12-28,0.0194557561,2022-03-26
Cronos,2018-12-29,0.0199561298,2022-03-26
Cronos,2018-12-30,0.0206327932,2022-03-26
Cronos,2018-12-31,0.0203787807,2022-03-26
Cronos,2019-01-01,0.0214664002,2022-03-26
Cronos,2019-01-02,0.0214411596,2022-03-26
Cronos,2019-01-03,0.0214241578,2022-03-26
Cronos,2019-01-04,0.0215591264,2022-03-26
Cronos,2019-01-05,0.0186127068,2022-03-26
Cronos,2019-01-06,0.0175755551,2022-03-26
Cronos,2019-01-07,0.0225767733,2022-03-26
Cronos,2019-01-08,0.0195649914,2022-03-26
Cronos,2019-01-09,0.0196148408,2022-03-26
Cronos,2019-01-10,0.017698103,2022-03-26
Cronos,2019-01-11,0.0175961638,2022-03-26
Cronos,2019-01-12,0.0172571578,2022-03-26
Cronos,2019-01-13,0.0165613466,2022-03-26
Cronos,2019-01-14,0.0159603022,2022-03-26
Cronos,2019-01-15,0.0153880695,2022-03-26
Cronos,2019-01-16,0.0151533861,2022-03-26
Cronos,2019-01-17,0.0153029344,2022-03-26
Cronos,2019-01-18,0.0149022602,2022-03-26
Cronos,2019-01-19,0.0149061275,2022-03-26
Cronos,2019-01-20,0.014354252,2022-03-26
Cronos,2019-01-21,0.0138295774,2022-03-26
Cronos,2019-01-22,0.0135026957,2022-03-26
Cronos,2019-01-23,0.0133226549,2022-03-26
Cronos,2019-01-24,0.013038882,2022-03-26
Cronos,2019-01-25,0.013514835,2022-03-26
Cronos,2019-01-26,0.0137500529,2022-03-26
Cronos,2019-01-27,0.0136921546,2022-03-26
Cronos,2019-01-28,0.0123120053,2022-03-26
Cronos,2019-01-29,0.0129129821,2022-03-26
Cronos,2019-01-30,0.0131163132,2022-03-26
Cronos,2019-01-31,0.0129576967,2022-03-26
Cronos,2019-02-01,0.0126282569,2022-03-26
Cronos,2019-02-02,0.0125971801,2022-03-26
Cronos,2019-02-03,0.0128094016,2022-03-26
Cronos,2019-02-04,0.0125556327,2022-03-26
Cronos,2019-02-05,0.0124259499,2022-03-26
Cronos,2019-02-06,0.0122496131,2022-03-26
Cronos,2019-02-07,0.0121327179,2022-03-26
Cronos,2019-02-08,0.0128597635,2022-03-26
Cronos,2019-02-09,0.0129350031,2022-03-26
Cronos,2019-02-10,0.0128155855,2022-03-26
Cronos,2019-02-11,0.0125563796,2022-03-26
Cronos,2019-02-12,0.0125796621,2022-03-26
Cronos,2019-02-13,0.0122907927,2022-03-26
Cronos,2019-02-14,0.0123729996,2022-03-26
Cronos,2019-02-15,0.0124160221,2022-03-26
Cronos,2019-02-16,0.0123992218,2022-03-26
Cronos,2019-02-17,0.0123911129,2022-03-26
Cronos,2019-02-18,0.0130768626,2022-03-26
Cronos,2019-02-19,0.0131743552,2022-03-26
Cronos,2019-02-20,0.0133018596,2022-03-26
Cronos,2019-02-21,0.0130473172,2022-03-26
Cronos,2019-02-22,0.0131676925,2022-03-26
Cronos,2019-02-23,0.0130849309,2022-03-26
Cronos,2019-02-24,0.012572103,2022-03-26
Cronos,2019-02-25,0.0128545649,2022-03-26
Cronos,2019-02-26,0.0128111381,2022-03-26
Cronos,2019-02-27,0.0125234245,2022-03-26
Cronos,2019-02-28,0.0125874222,2022-03-26
Cronos,2019-03-01,0.0125096235,2022-03-26
Cronos,2019-03-02,0.0125221553,2022-03-26
Cronos,2019-03-03,0.0126021865,2022-03-26
Cronos,2019-03-04,0.0123995365,2022-03-26
Cronos,2019-03-05,0.0131534285,2022-03-26
Cronos,2019-03-06,0.0131225646,2022-03-26
Cronos,2019-03-07,0.0146476139,2022-03-26
Cronos,2019-03-08,0.0195278531,2022-03-26
Cronos,2019-03-09,0.0204082699,2022-03-26
Cronos,2019-03-10,0.0215742894,2022-03-26
Cronos,2019-03-11,0.0224642138,2022-03-26
Cronos,2019-03-12,0.0535750903,2022-03-26
Cronos,2019-03-13,0.0601094341,2022-03-26
Cronos,2019-03-14,0.062553537,2022-03-26
Cronos,2019-03-15,0.1030289478,2022-03-26
Cronos,2019-03-16,0.0848878408,2022-03-26
Cronos,2019-03-17,0.0688690814,2022-03-26
Cronos,2019-03-18,0.0688040795,2022-03-26
Cronos,2019-03-19,0.0798290462,2022-03-26
Cronos,2019-03-20,0.0719873475,2022-03-26
Cronos,2019-03-21,0.0684084234,2022-03-26
Cronos,2019-03-22,0.067526595,2022-03-26
Cronos,2019-03-23,0.0674987108,2022-03-26
Cronos,2019-03-24,0.0643363208,2022-03-26
Cronos,2019-03-25,0.0537871025,2022-03-26
Cronos,2019-03-26,0.0505616703,2022-03-26
Cronos,2019-03-27,0.0545719217,2022-03-26
Cronos,2019-03-28,0.0501888989,2022-03-26
Cronos,2019-03-29,0.0472552143,2022-03-26
Cronos,2019-03-30,0.0468657504,2022-03-26
Cronos,2019-03-31,0.0443785694,2022-03-26
Cronos,2019-04-01,0.0441873565,2022-03-26
Cronos,2019-04-02,0.0498038532,2022-03-26
Cronos,2019-04-03,0.0470376423,2022-03-26
Cronos,2019-04-04,0.0458678616,2022-03-26
Cronos,2019-04-05,0.0505600285,2022-03-26
Cronos,2019-04-06,0.0487230627,2022-03-26
Cronos,2019-04-07,0.0535671396,2022-03-26
Cronos,2019-04-08,0.0559919812,2022-03-26
Cronos,2019-04-09,0.0560618329,2022-03-26
Cronos,2019-04-10,0.072407507,2022-03-26
Cronos,2019-04-11,0.0847985625,2022-03-26
Cronos,2019-04-12,0.0774229823,2022-03-26
Cronos,2019-04-13,0.0839844987,2022-03-26
Cronos,2019-04-14,0.0837724404,2022-03-26
Cronos,2019-04-15,0.0791735642,2022-03-26
Cronos,2019-04-16,0.085163699,2022-03-26
Cronos,2019-04-17,0.0844885579,2022-03-26
Cronos,2019-04-18,0.0855112211,2022-03-26
Cronos,2019-04-19,0.0840301037,2022-03-26
Cronos,2019-04-20,0.0864053504,2022-03-26
Cronos,2019-04-21,0.0830373981,2022-03-26
Cronos,2019-04-22,0.0819115941,2022-03-26
Cronos,2019-04-23,0.078114608,2022-03-26
Cronos,2019-04-24,0.0704405962,2022-03-26
Cronos,2019-04-25,0.0741577068,2022-03-26
Cronos,2019-04-26,0.0711766971,2022-03-26
Cronos,2019-04-27,0.0739690609,2022-03-26
Cronos,2019-04-28,0.0731751584,2022-03-26
Cronos,2019-04-29,0.0735955188,2022-03-26
Cronos,2019-04-30,0.0730245718,2022-03-26
Cronos,2019-05-01,0.0736488827,2022-03-26
Cronos,2019-05-02,0.0734958858,2022-03-26
Cronos,2019-05-03,0.0772864251,2022-03-26
Cronos,2019-05-04,0.0740016333,2022-03-26
Cronos,2019-05-05,0.0725865039,2022-03-26
Cronos,2019-05-06,0.0715414436,2022-03-26
Cronos,2019-05-07,0.070003194,2022-03-26
Cronos,2019-05-08,0.0712679543,2022-03-26
Cronos,2019-05-09,0.0694742225,2022-03-26
Cronos,2019-05-10,0.06639411,2022-03-26
Cronos,2019-05-11,0.0671820113,2022-03-26
Cronos,2019-05-12,0.0642183148,2022-03-26
Cronos,2019-05-13,0.0670490283,2022-03-26
Cronos,2019-05-14,0.0657721974,2022-03-26
Cronos,2019-05-15,0.0690951653,2022-03-26
Cronos,2019-05-16,0.065086137,2022-03-26
Cronos,2019-05-17,0.072706242,2022-03-26
Cronos,2019-05-18,0.0683276779,2022-03-26
Cronos,2019-05-19,0.0668918216,2022-03-26
Cronos,2019-05-20,0.06693989,2022-03-26
Cronos,2019-05-21,0.0656278984,2022-03-26
Cronos,2019-05-22,0.0639121624,2022-03-26
Cronos,2019-05-23,0.0663351851,2022-03-26
Cronos,2019-05-24,0.0651467329,2022-03-26
Cronos,2019-05-25,0.0667584361,2022-03-26
Cronos,2019-05-26,0.0715269398,2022-03-26
Cronos,2019-05-27,0.0690507325,2022-03-26
Cronos,2019-05-28,0.0674558298,2022-03-26
Cronos,2019-05-29,0.0700485295,2022-03-26
Cronos,2019-05-30,0.0675826789,2022-03-26
Cronos,2019-05-31,0.0702741278,2022-03-26
Cronos,2019-06-01,0.0732239577,2022-03-26
Cronos,2019-06-02,0.0770989732,2022-03-26
Cronos,2019-06-03,0.0765146754,2022-03-26
Cronos,2019-06-04,0.0658538954,2022-03-26
Cronos,2019-06-05,0.0645747688,2022-03-26
Cronos,2019-06-06,0.0650783599,2022-03-26
Cronos,2019-06-07,0.0647820775,2022-03-26
Cronos,2019-06-08,0.0638789982,2022-03-26
Cronos,2019-06-09,0.0618047537,2022-03-26
Cronos,2019-06-10,0.0657885681,2022-03-26
Cronos,2019-06-11,0.0674064863,2022-03-26
Cronos,2019-06-12,0.0675218717,2022-03-26
Cronos,2019-06-13,0.0686831222,2022-03-26
Cronos,2019-06-14,0.0681094138,2022-03-26
Cronos,2019-06-15,0.0672107861,2022-03-26
Cronos,2019-06-16,0.0677187744,2022-03-26
Cronos,2019-06-17,0.0674241932,2022-03-26
Cronos,2019-06-18,0.0676415787,2022-03-26
Cronos,2019-06-19,0.064872255,2022-03-26
Cronos,2019-06-20,0.0639062626,2022-03-26
Cronos,2019-06-21,0.0594090254,2022-03-26
Cronos,2019-06-22,0.056992611,2022-03-26
Cronos,2019-06-23,0.0601862693,2022-03-26
Cronos,2019-06-24,0.0578851772,2022-03-26
Cronos,2019-06-25,0.0749171298,2022-03-26
Cronos,2019-06-26,0.0688969898,2022-03-26
Cronos,2019-06-27,0.0598954852,2022-03-26
Cronos,2019-06-28,0.0613430769,2022-03-26
Cronos,2019-06-29,0.0641649591,2022-03-26
Cronos,2019-06-30,0.0611616322,2022-03-26
Cronos,2019-07-01,0.056783916,2022-03-26
Cronos,2019-07-02,0.0555001889,2022-03-26
Cronos,2019-07-03,0.0678559191,2022-03-26
Cronos,2019-07-04,0.0716978689,2022-03-26
Cronos,2019-07-05,0.0712176311,2022-03-26
Cronos,2019-07-06,0.0722696864,2022-03-26
Cronos,2019-07-07,0.0731142284,2022-03-26
Cronos,2019-07-08,0.0806456086,2022-03-26
Cronos,2019-07-09,0.0808992289,2022-03-26
Cronos,2019-07-10,0.0926423462,2022-03-26
Cronos,2019-07-11,0.1033685854,2022-03-26
Cronos,2019-07-12,0.0898458641,2022-03-26
Cronos,2019-07-13,0.0812293393,2022-03-26
Cronos,2019-07-14,0.0724661016,2022-03-26
Cronos,2019-07-15,0.0692215068,2022-03-26
Cronos,2019-07-16,0.0543128432,2022-03-26
Cronos,2019-07-17,0.0511206005,2022-03-26
Cronos,2019-07-18,0.0615010501,2022-03-26
Cronos,2019-07-19,0.0561124851,2022-03-26
Cronos,2019-07-20,0.0560304482,2022-03-26
Cronos,2019-07-21,0.0545989964,2022-03-26
Cronos,2019-07-22,0.0651905061,2022-03-26
Cronos,2019-07-23,0.0707338667,2022-03-26
Cronos,2019-07-24,0.0624067605,2022-03-26
Cronos,2019-07-25,0.0611860895,2022-03-26
Cronos,2019-07-26,0.0611405466,2022-03-26
Cronos,2019-07-27,0.0567457045,2022-03-26
Cronos,2019-07-28,0.0561839836,2022-03-26
Cronos,2019-07-29,0.0545368094,2022-03-26
Cronos,2019-07-30,0.0593283063,2022-03-26
Cronos,2019-07-31,0.0586295208,2022-03-26
Cronos,2019-08-01,0.0572591211,2022-03-26
Cronos,2019-08-02,0.0556828265,2022-03-26
Cronos,2019-08-03,0.0561635283,2022-03-26
Cronos,2019-08-04,0.0565146652,2022-03-26
Cronos,2019-08-05,0.0553671475,2022-03-26
Cronos,2019-08-06,0.0517737476,2022-03-26
Cronos,2019-08-07,0.0464928859,2022-03-26
Cronos,2019-08-08,0.0474005589,2022-03-26
Cronos,2019-08-09,0.0513805722,2022-03-26
Cronos,2019-08-10,0.051322434,2022-03-26
Cronos,2019-08-11,0.0492604337,2022-03-26
Cronos,2019-08-12,0.0472100778,2022-03-26
Cronos,2019-08-13,0.0470427362,2022-03-26
Cronos,2019-08-14,0.0467504179,2022-03-26
Cronos,2019-08-15,0.0467554533,2022-03-26
Cronos,2019-08-16,0.0439242238,2022-03-26
Cronos,2019-08-17,0.0443296985,2022-03-26
Cronos,2019-08-18,0.0458060745,2022-03-26
Cronos,2019-08-19,0.0457545628,2022-03-26
Cronos,2019-08-20,0.0446770495,2022-03-26
Cronos,2019-08-21,0.0432040698,2022-03-26
Cronos,2019-08-22,0.0436674572,2022-03-26
Cronos,2019-08-23,0.0431075034,2022-03-26
Cronos,2019-08-24,0.0429707459,2022-03-26
Cronos,2019-08-25,0.0422034175,2022-03-26
Cronos,2019-08-26,0.0422817169,2022-03-26
Cronos,2019-08-27,0.040771969,2022-03-26
Cronos,2019-08-28,0.0410274832,2022-03-26
Cronos,2019-08-29,0.040009883,2022-03-26
Cronos,2019-08-30,0.0386722514,2022-03-26
Cronos,2019-08-31,0.0390571273,2022-03-26
Cronos,2019-09-01,0.0390918037,2022-03-26
Cronos,2019-09-02,0.0410087889,2022-03-26
Cronos,2019-09-03,0.0383490735,2022-03-26
Cronos,2019-09-04,0.0378839691,2022-03-26
Cronos,2019-09-05,0.0416761052,2022-03-26
Cronos,2019-09-06,0.0413291371,2022-03-26
Cronos,2019-09-07,0.0412093444,2022-03-26
Cronos,2019-09-08,0.0394636644,2022-03-26
Cronos,2019-09-09,0.0390991109,2022-03-26
Cronos,2019-09-10,0.0381043932,2022-03-26
Cronos,2019-09-11,0.0377950678,2022-03-26
Cronos,2019-09-12,0.0403941591,2022-03-26
Cronos,2019-09-13,0.0391935457,2022-03-26
Cronos,2019-09-14,0.0397444691,2022-03-26
Cronos,2019-09-15,0.039106175,2022-03-26
Cronos,2019-09-16,0.0390326168,2022-03-26
Cronos,2019-09-17,0.0384424821,2022-03-26
Cronos,2019-09-18,0.0389652168,2022-03-26
Cronos,2019-09-19,0.0394346092,2022-03-26
Cronos,2019-09-20,0.0393971439,2022-03-26
Cronos,2019-09-21,0.038578389,2022-03-26
Cronos,2019-09-22,0.0395899262,2022-03-26
Cronos,2019-09-23,0.0376016386,2022-03-26
Cronos,2019-09-24,0.036120841,2022-03-26
Cronos,2019-09-25,0.0345872184,2022-03-26
Cronos,2019-09-26,0.0343635381,2022-03-26
Cronos,2019-09-27,0.0351758909,2022-03-26
Cronos,2019-09-28,0.0348894489,2022-03-26
Cronos,2019-09-29,0.0351636964,2022-03-26
Cronos,2019-09-30,0.0356769785,2022-03-26
Cronos,2019-10-01,0.034772726,2022-03-26
Cronos,2019-10-02,0.035504845,2022-03-26
Cronos,2019-10-03,0.035866553,2022-03-26
Cronos,2019-10-04,0.0364761664,2022-03-26
Cronos,2019-10-05,0.0351518604,2022-03-26
Cronos,2019-10-06,0.0344392619,2022-03-26
Cronos,2019-10-07,0.035676897,2022-03-26
Cronos,2019-10-08,0.0352012427,2022-03-26
Cronos,2019-10-09,0.0358513085,2022-03-26
Cronos,2019-10-10,0.0364758532,2022-03-26
Cronos,2019-10-11,0.034693583,2022-03-26
Cronos,2019-10-12,0.0345908146,2022-03-26
Cronos,2019-10-13,0.0346556686,2022-03-26
Cronos,2019-10-14,0.034431815,2022-03-26
Cronos,2019-10-15,0.0342950875,2022-03-26
Cronos,2019-10-16,0.0335633233,2022-03-26
Cronos,2019-10-17,0.0336505764,2022-03-26
Cronos,2019-10-18,0.0331360433,2022-03-26
Cronos,2019-10-19,0.0330519649,2022-03-26
Cronos,2019-10-20,0.0335405372,2022-03-26
Cronos,2019-10-21,0.0334733603,2022-03-26
Cronos,2019-10-22,0.0337438858,2022-03-26
Cronos,2019-10-23,0.0317406249,2022-03-26
